city,year,month,sales,volume,median,listings,inventory,date
Corpus Christi,2002,12,322,37405000,1e+05,1428,4.5,2002.91666666667
Corpus Christi,2003,1,234,25655000,93300,NA,NA,2003
Corpus Christi,2003,2,294,32970000,93300,1503,4.8,2003.08333333333
Corpus Christi,2003,3,336,39295000,99200,1544,4.8,2003.16666666667
Corpus Christi,2003,4,379,42720000,98800,1624,5,2003.25
Corpus Christi,2003,5,361,45130000,103200,1684,5.2,2003.33333333333
Corpus Christi,2003,6,400,52690000,107000,1664,5.1,2003.41666666667
Corpus Christi,2003,7,396,48250000,107600,1681,5.1,2003.5
Corpus Christi,2003,8,446,56195000,108200,1646,4.9,2003.58333333333
Corpus Christi,2003,9,371,44455000,102300,1662,4.8,2003.66666666667
Corpus Christi,2003,10,364,42470000,97600,1731,5,2003.75
Corpus Christi,2003,11,288,34950000,104800,1758,5,2003.83333333333
Corpus Christi,2003,12,329,42015000,104700,1693,4.8,2003.91666666667
Corpus Christi,2004,1,255,29970000,99100,1727,4.9,2004
Corpus Christi,2004,2,320,38180000,98900,1712,4.8,2004.08333333333
Corpus Christi,2004,3,454,59805000,112900,1753,4.8,2004.16666666667
Corpus Christi,2004,4,417,52300000,104800,1710,4.7,2004.25
Corpus Christi,2004,5,421,56860000,116800,1727,4.6,2004.33333333333
Corpus Christi,2004,6,468,65745000,118600,1751,4.6,2004.41666666667
Corpus Christi,2004,7,465,60420000,116700,1821,4.8,2004.5
Corpus Christi,2004,8,463,63050000,114400,1756,4.6,2004.58333333333
Corpus Christi,2004,9,398,53620000,118900,1783,4.6,2004.66666666667
Corpus Christi,2004,10,383,51525000,116600,1791,4.6,2004.75
Corpus Christi,2004,11,336,47135000,120000,1628,4.1,2004.83333333333
Corpus Christi,2004,12,365,47970000,113900,1728,4.4,2004.91666666667
Corpus Christi,2005,1,272,37205000,112600,1793,4.5,2005
Corpus Christi,2005,2,336,48375000,120000,2440,6.1,2005.08333333333
Corpus Christi,2005,3,389,54310000,116800,2542,6.5,2005.16666666667
Corpus Christi,2005,4,385,51550000,115800,1750,4.5,2005.25
Corpus Christi,2005,5,457,66160000,122900,1809,4.6,2005.33333333333
Corpus Christi,2005,6,527,81105000,129300,1783,4.5,2005.41666666667
Corpus Christi,2005,7,515,77795000,127400,1823,4.5,2005.5
Corpus Christi,2005,8,498,78340000,130900,1830,4.5,2005.58333333333
Corpus Christi,2005,9,396,58895000,127000,1923,4.7,2005.66666666667
Corpus Christi,2005,10,410,60315000,127900,2058,5.1,2005.75
Corpus Christi,2005,11,315,49485000,136300,2016,5,2005.83333333333
Corpus Christi,2005,12,394,57455000,130200,2082,5.1,2005.91666666667
Corpus Christi,2006,1,277,40265000,126900,2089,5.1,2006
Corpus Christi,2006,2,377,58390000,125600,2193,5.3,2006.08333333333
Corpus Christi,2006,3,477,69005000,127900,2308,5.5,2006.16666666667
Corpus Christi,2006,4,431,69265000,131600,2756,6.5,2006.25
Corpus Christi,2006,5,513,79550000,132000,2581,6,2006.33333333333
Corpus Christi,2006,6,565,88945000,136300,2727,6.3,2006.41666666667
Corpus Christi,2006,7,455,72620000,134300,2818,6.6,2006.5
Corpus Christi,2006,8,506,78820000,128600,2862,6.7,2006.58333333333
Corpus Christi,2006,9,430,65090000,127600,2833,6.6,2006.66666666667
Corpus Christi,2006,10,408,59570000,125600,2826,6.6,2006.75
Corpus Christi,2006,11,365,54940000,129800,2762,6.4,2006.83333333333
Corpus Christi,2006,12,388,59380000,135000,2718,6.3,2006.91666666667
Corpus Christi,2007,1,280,42858267,132700,2713,6.3,2007
Corpus Christi,2007,2,358,52133866,122000,2781,6.4,2007.08333333333
Corpus Christi,2007,3,443,74619940,136400,2953,6.9,2007.16666666667
Corpus Christi,2007,4,380,57996494,133300,3091,7.3,2007.25
Corpus Christi,2007,5,442,71270252,132700,3159,7.6,2007.33333333333
Corpus Christi,2007,6,433,72881251,143200,2425,6,2007.41666666667
Corpus Christi,2007,7,473,79533597,141000,3245,7.9,2007.5
Corpus Christi,2007,8,425,72398917,146400,3243,8.1,2007.58333333333
Corpus Christi,2007,9,298,46080545,134900,3276,8.4,2007.66666666667
Corpus Christi,2007,10,365,61560750,143300,3192,8.2,2007.75
Corpus Christi,2007,11,324,51639406,130000,3084,8,2007.83333333333
Corpus Christi,2007,12,289,47815670,139300,2951,7.9,2007.91666666667
Corpus Christi,2008,1,248,37913488,127700,2891,7.7,2008
Corpus Christi,2008,2,284,45098053,136700,3007,8.2,2008.08333333333
Corpus Christi,2008,3,320,55165185,144300,3121,8.7,2008.16666666667
Corpus Christi,2008,4,353,58883327,147900,3110,8.8,2008.25
Corpus Christi,2008,5,386,65589576,NA,3258,9.3,2008.33333333333
Corpus Christi,2008,6,393,65130000,143500,3150,9.1,2008.41666666667
Corpus Christi,2008,7,372,62105000,146800,3071,9.1,2008.5
Corpus Christi,2008,8,377,60640000,135800,3115,9.3,2008.58333333333
Corpus Christi,2008,9,309,50974182,138100,3102,9.3,2008.66666666667
Corpus Christi,2008,10,255,42967125,139200,3056,9.4,2008.75
Corpus Christi,2008,11,223,33321310,130500,3000,9.5,2008.83333333333
Corpus Christi,2008,12,253,36922702,133100,2971,9.4,2008.91666666667
Corpus Christi,2009,1,178,26518789,129600,2842,9.2,2009
Corpus Christi,2009,2,235,34090000,133800,2842,9.3,2009.08333333333
Corpus Christi,2009,3,283,41741772,122200,2850,9.5,2009.16666666667
Corpus Christi,2009,4,283,41315000,122200,2900,9.8,2009.25
Corpus Christi,2009,5,298,48473022,133700,2939,10.2,2009.33333333333
Corpus Christi,2009,6,372,59297003,140000,2967,10.4,2009.41666666667
Corpus Christi,2009,7,306,48870874,138700,2991,10.6,2009.5
Corpus Christi,2009,8,318,50840000,138100,3168,11.5,2009.58333333333
Corpus Christi,2009,9,271,43168802,144100,3005,11,2009.66666666667
Corpus Christi,2009,10,317,47219137,135300,3005,10.8,2009.75
Corpus Christi,2009,11,310,48185362,138400,2969,10.4,2009.83333333333
Corpus Christi,2009,12,273,45841766,136900,2895,10.1,2009.91666666667
Corpus Christi,2010,1,158,22214818,125900,2688,9.4,2010
Corpus Christi,2010,2,231,32738198,119700,2768,9.7,2010.08333333333
Corpus Christi,2010,3,302,47526182,137600,2816,9.8,2010.16666666667
Corpus Christi,2010,4,351,52816305,138000,NA,NA,2010.25
Corpus Christi,2010,5,339,57297054,133100,2966,10,2010.33333333333
Corpus Christi,2010,6,361,56136687,143000,3085,10.5,2010.41666666667
Corpus Christi,2010,7,276,45479194,135000,3146,10.8,2010.5
Corpus Christi,2010,8,317,52966363,148500,3266,11.2,2010.58333333333
Corpus Christi,2010,9,256,39326777,137100,3213,11,2010.66666666667
Corpus Christi,2010,10,238,35254886,134200,2990,10.5,2010.75
Corpus Christi,2010,11,348,36810227,138400,2990,10.4,2010.83333333333
Corpus Christi,2010,12,268,46232126,138400,2942,10.2,2010.91666666667
Corpus Christi,2011,1,175,24560371,128500,2834,9.8,2011
Corpus Christi,2011,2,181,27313203,143900,2814,9.9,2011.08333333333
Corpus Christi,2011,3,283,47001404,132400,2820,10,2011.16666666667
Corpus Christi,2011,4,285,44589025,133600,NA,NA,2011.25
Corpus Christi,2011,5,289,43664332,130800,2958,10.8,2011.33333333333
Corpus Christi,2011,6,347,54172618,139700,2904,10.7,2011.41666666667
Corpus Christi,2011,7,329,54068445,145900,2764,10,2011.5
Corpus Christi,2011,8,383,60754506,135100,2508,8.9,2011.58333333333
Corpus Christi,2011,9,293,43455045,134600,2647,9.3,2011.66666666667
Corpus Christi,2011,10,267,40988405,128900,2619,9.1,2011.75
Corpus Christi,2011,11,270,44667590,141500,2300,8.2,2011.83333333333
Corpus Christi,2011,12,294,49745084,138100,2357,8.3,2011.91666666667
Corpus Christi,2012,1,204,28911687,127100,2186,7.7,2012
Corpus Christi,2012,2,261,41689138,137900,2209,7.6,2012.08333333333
Corpus Christi,2012,3,344,52866536,132200,2232,7.5,2012.16666666667
Corpus Christi,2012,4,337,63414940,139800,2186,7.3,2012.25
Corpus Christi,2012,5,371,68647528,147600,2079,6.7,2012.33333333333
Corpus Christi,2012,6,437,77838239,144600,2095,6.6,2012.41666666667
Corpus Christi,2012,7,356,60952371,148900,2285,7.2,2012.5
Corpus Christi,2012,8,429,75170429,144100,2269,7,2012.58333333333
Corpus Christi,2012,9,339,55490787,143600,2329,7.1,2012.66666666667
Corpus Christi,2012,10,327,51094389,139800,2291,6.9,2012.75
Corpus Christi,2012,11,325,57002796,154200,2267,6.8,2012.83333333333
Corpus Christi,2012,12,328,56334875,142100,2099,6.2,2012.91666666667
Corpus Christi,2013,1,250,40959582,135900,1792,5.2,2013
Corpus Christi,2013,2,289,48134035,140400,2004,5.8,2013.08333333333
Corpus Christi,2013,3,392,69450191,143700,2016,5.8,2013.16666666667
Corpus Christi,2013,4,401,66964938,143600,1968,5.6,2013.25
Corpus Christi,2013,5,462,85268037,154800,1979,5.5,2013.33333333333
Corpus Christi,2013,6,454,84759840,160500,1901,5.2,2013.41666666667
Corpus Christi,2013,7,476,90271448,163800,1932,5.2,2013.5
Corpus Christi,2013,8,443,81177010,154100,1988,5.3,2013.58333333333
Corpus Christi,2013,9,368,66221747,156400,1787,4.7,2013.66666666667
Corpus Christi,2013,10,380,68394597,156700,1976,5.2,2013.75
Corpus Christi,2013,11,324,61721526,156400,1965,5.2,2013.83333333333
Corpus Christi,2013,12,350,65702376,144000,1898,5,2013.91666666667
Corpus Christi,2014,1,255,45407833,155000,1748,4.6,2014
Corpus Christi,2014,2,322,61363819,168600,1764,4.6,2014.08333333333
Corpus Christi,2014,3,388,75123249,164400,1470,3.8,2014.16666666667
Corpus Christi,2014,4,404,76475125,160600,1573,4.1,2014.25
Corpus Christi,2014,5,395,80066895,169500,1280,3.4,2014.33333333333
Corpus Christi,2014,6,483,95154634,170800,1948,5.1,2014.41666666667
Corpus Christi,2014,7,481,95883057,175000,1851,4.8,2014.5
Corpus Christi,2014,8,454,90630093,172900,1815,4.7,2014.58333333333
Corpus Christi,2014,9,454,90229967,164600,1815,4.6,2014.66666666667
Corpus Christi,2014,10,420,83531149,168000,1859,4.7,2014.75
Corpus Christi,2014,11,290,58716060,172600,1794,4.6,2014.83333333333
Corpus Christi,2014,12,375,77891401,174900,1870,4.8,2014.91666666667
Corpus Christi,2015,1,241,45291485,162800,1872,4.8,2015
Corpus Christi,2015,2,308,63256153,174500,1861,4.8,2015.08333333333
Corpus Christi,2015,3,404,78345229,173200,1870,4.8,2015.16666666667
Corpus Christi,2015,4,436,87577428,175000,1911,4.8,2015.25
Corpus Christi,2015,5,425,85776743,186100,2036,5.1,2015.33333333333
Corpus Christi,2015,6,493,104904076,189600,2133,5.4,2015.41666666667
Corpus Christi,2015,7,NA,NA,NA,NA,NA,2015.5
Dallas,2000,1,2286,375389865,124400,13316,3.7,2000
Dallas,2000,2,3247,555124812,127700,13495,3.7,2000.08333333333
Dallas,2000,3,4244,702148377,128500,13752,3.7,2000.16666666667
Dallas,2000,4,3977,667331427,132000,13752,3.7,2000.25
Dallas,2000,5,4545,783197806,137100,14018,3.7,2000.33333333333
Dallas,2000,6,4738,846254912,138800,14392,3.8,2000.41666666667
Dallas,2000,7,4276,763793916,139600,14705,3.9,2000.5
Dallas,2000,8,4373,770735708,134500,14607,3.9,2000.58333333333
Dallas,2000,9,3654,643046932,136000,15109,4,2000.66666666667
Dallas,2000,10,3601,626302634,134600,15212,4,2000.75
Dallas,2000,11,3407,589401171,133200,14565,3.8,2000.83333333333
Dallas,2000,12,3098,554774879,138700,13762,3.6,2000.91666666667
Dallas,2001,1,2542,426059934,130300,14931,3.9,2001
Dallas,2001,2,3257,578096015,139300,15389,4,2001.08333333333
Dallas,2001,3,4306,766269442,142400,16063,4.2,2001.16666666667
Dallas,2001,4,3976,700310163,140800,17059,4.5,2001.25
Dallas,2001,5,4633,832516238,141700,17814,4.7,2001.33333333333
Dallas,2001,6,5065,941310414,146300,18372,4.8,2001.41666666667
Dallas,2001,7,4745,866755946,144300,18741,4.8,2001.5
Dallas,2001,8,4603,839224430,141400,18584,4.8,2001.58333333333
Dallas,2001,9,3551,630982262,144500,18998,4.9,2001.66666666667
Dallas,2001,10,3449,564356982,136000,19403,5,2001.75
Dallas,2001,11,3373,582425484,142300,18495,4.8,2001.83333333333
Dallas,2001,12,3492,624519434,142600,17290,4.4,2001.91666666667
Dallas,2002,1,2862,502970859,140700,18240,4.6,2002
Dallas,2002,2,3461,616881882,143700,18927,4.8,2002.08333333333
Dallas,2002,3,4021,731728110,145200,19367,4.9,2002.16666666667
Dallas,2002,4,4185,766278911,144900,20139,5.1,2002.25
Dallas,2002,5,4769,913391794,145600,21153,5.3,2002.33333333333
Dallas,2002,6,4423,817899695,148400,22043,5.6,2002.41666666667
Dallas,2002,7,4559,857727953,145100,23165,5.9,2002.5
Dallas,2002,8,4386,811329118,145500,23056,5.9,2002.58333333333
Dallas,2002,9,3716,653244332,142800,23551,6.1,2002.66666666667
Dallas,2002,10,3672,657676258,143700,23458,6,2002.75
Dallas,2002,11,3415,611752816,143400,22758,5.8,2002.83333333333
Dallas,2002,12,3730,698773428,148100,21559,5.5,2002.91666666667
Dallas,2003,1,2795,495512434,141900,23586,6,2003
Dallas,2003,2,2994,549263980,145600,24381,6.3,2003.08333333333
Dallas,2003,3,4245,775700960,146100,25382,6.5,2003.16666666667
Dallas,2003,4,4077,752063142,146800,26210,6.7,2003.25
Dallas,2003,5,4655,883859330,150600,26824,6.9,2003.33333333333
Dallas,2003,6,4847,920352540,154000,27169,6.9,2003.41666666667
Dallas,2003,7,5085,988546517,153400,27286,6.9,2003.5
Dallas,2003,8,5003,957387591,153300,26604,6.6,2003.58333333333
Dallas,2003,9,4267,819435447,148300,26372,6.5,2003.66666666667
Dallas,2003,10,4136,772657281,143600,25757,6.3,2003.75
Dallas,2003,11,3225,614476976,144500,25093,6.1,2003.83333333333
Dallas,2003,12,3949,757974150,147200,24013,5.8,2003.91666666667
Dallas,2004,1,2904,523105156,138900,25365,6.2,2004
Dallas,2004,2,3409,643892110,146700,25849,6.2,2004.08333333333
Dallas,2004,3,4835,924268970,146600,26821,6.4,2004.16666666667
Dallas,2004,4,5006,985509075,148900,27938,6.5,2004.25
Dallas,2004,5,5116,997391985,149600,28496,6.6,2004.33333333333
Dallas,2004,6,5511,1134082858,159300,28725,6.6,2004.41666666667
Dallas,2004,7,5398,1073634588,154500,28842,6.6,2004.5
Dallas,2004,8,5222,1038300840,152400,28612,6.5,2004.58333333333
Dallas,2004,9,4444,834310868,146300,28055,6.3,2004.66666666667
Dallas,2004,10,4184,802557736,148900,27386,6.2,2004.75
Dallas,2004,11,3996,754389601,148900,26079,5.8,2004.83333333333
Dallas,2004,12,4489,870957702,148100,24190,5.3,2004.91666666667
Dallas,2005,1,2981,547637034,140200,25873,5.7,2005
Dallas,2005,2,3762,728884739,147600,26794,5.9,2005.08333333333
Dallas,2005,3,5349,1074448492,151700,27751,6,2005.16666666667
Dallas,2005,4,5261,1046087320,152000,28745,6.2,2005.25
Dallas,2005,5,5681,1140244812,154400,28790,6.1,2005.33333333333
Dallas,2005,6,6416,1352136392,158900,28875,6.1,2005.41666666667
Dallas,2005,7,5808,1191501494,159800,29103,6.1,2005.5
Dallas,2005,8,6006,1231779356,158000,NA,NA,2005.58333333333
Dallas,2005,9,5086,1013634502,154500,27562,5.6,2005.66666666667
Dallas,2005,10,4696,943709896,155100,27113,5.5,2005.75
Dallas,2005,11,4413,911211915,158500,26468,5.3,2005.83333333333
Dallas,2005,12,4521,952447451,157100,24860,5,2005.91666666667
Dallas,2006,1,3457,681032359,149600,26232,5.2,2006
Dallas,2006,2,4311,860515451,154100,26793,5.3,2006.08333333333
Dallas,2006,3,5883,1199917590,154900,27795,5.4,2006.16666666667
Dallas,2006,4,5332,1079456628,154800,29147,5.7,2006.25
Dallas,2006,5,6410,1407381438,164500,29775,5.7,2006.33333333333
Dallas,2006,6,7117,1546598624,163400,30323,5.8,2006.41666666667
Dallas,2006,7,5965,1283170506,164000,31191,5.9,2006.5
Dallas,2006,8,6344,1336466287,158300,30770,5.8,2006.58333333333
Dallas,2006,9,5052,982886817,150200,31030,5.9,2006.66666666667
Dallas,2006,10,5033,1010810885,152300,30258,5.7,2006.75
Dallas,2006,11,4585,940142663,154900,29060,5.4,2006.83333333333
Dallas,2006,12,4737,993052385,156300,27369,5.1,2006.91666666667
Dallas,2007,1,3626,731573846,149300,28328,5.3,2007
Dallas,2007,2,4248,861440268,153500,29121,5.4,2007.08333333333
Dallas,2007,3,5726,1235307617,158200,31281,5.8,2007.16666666667
Dallas,2007,4,5252,1165180158,164100,32787,6.1,2007.25
Dallas,2007,5,6092,1370682102,163000,33283,6.3,2007.33333333333
Dallas,2007,6,6207,1432055051,169100,33624,6.4,2007.41666666667
Dallas,2007,7,6111,1330935156,163700,33414,6.4,2007.5
Dallas,2007,8,6041,1353660825,165700,32915,6.3,2007.58333333333
Dallas,2007,9,4069,847151558,157500,32907,6.4,2007.66666666667
Dallas,2007,10,4396,903923726,153500,32079,6.3,2007.75
Dallas,2007,11,4124,888702214,155400,30563,6,2007.83333333333
Dallas,2007,12,3803,814393850,153700,27649,5.6,2007.91666666667
Dallas,2008,1,3210,630240854,146100,28933,5.9,2008
Dallas,2008,2,3869,773134573,147400,29206,6,2008.08333333333
Dallas,2008,3,4495,962729451,159600,30124,6.3,2008.16666666667
Dallas,2008,4,4764,1028613369,157600,30471,6.4,2008.25
Dallas,2008,5,5198,1144397358,162100,30340,6.5,2008.33333333333
Dallas,2008,6,5180,1134394581,164400,30340,6.6,2008.41666666667
Dallas,2008,7,5125,1130066358,163500,29724,6.6,2008.5
Dallas,2008,8,4912,1062012827,159300,28367,6.4,2008.58333333333
Dallas,2008,9,4293,875314057,150100,27406,6.2,2008.66666666667
Dallas,2008,10,3709,772075592,154300,26563,6.1,2008.75
Dallas,2008,11,2801,557480064,144000,26573,6.2,2008.83333333333
Dallas,2008,12,3292,664006859,147600,24321,5.7,2008.91666666667
Dallas,2009,1,2346,417085333,138300,25070,6,2009
Dallas,2009,2,2979,564485187,147200,25641,6.3,2009.08333333333
Dallas,2009,3,3631,694327912,147900,26346,6.6,2009.16666666667
Dallas,2009,4,3694,709506666,149100,26782,6.8,2009.25
Dallas,2009,5,4119,851097758,164300,26918,7,2009.33333333333
Dallas,2009,6,4691,1001824336,166600,24677,6.5,2009.41666666667
Dallas,2009,7,4865,1004407059,163400,24387,6.5,2009.5
Dallas,2009,8,4193,874205286,159600,23827,6.4,2009.58333333333
Dallas,2009,9,4045,809693379,155700,22979,6.2,2009.66666666667
Dallas,2009,10,4150,806442505,152700,22128,5.9,2009.75
Dallas,2009,11,3773,741958892,151200,21552,5.6,2009.83333333333
Dallas,2009,12,3405,691986697,149800,20260,5.3,2009.91666666667
Dallas,2010,1,2210,420140118,140800,21825,5.7,2010
Dallas,2010,2,2774,548903564,149800,22991,6.1,2010.08333333333
Dallas,2010,3,4082,824662535,156800,24125,6.3,2010.16666666667
Dallas,2010,4,4791,1005356810,160100,24290,6.2,2010.25
Dallas,2010,5,4891,1025677623,161900,25680,6.4,2010.33333333333
Dallas,2010,6,4658,1055526309,166700,26812,6.7,2010.41666666667
Dallas,2010,7,3363,782294206,167800,27709,7.2,2010.5
Dallas,2010,8,3476,738748272,164900,27346,7.2,2010.58333333333
Dallas,2010,9,3151,651529718,155200,26745,7.2,2010.66666666667
Dallas,2010,10,2977,606133350,154100,25688,7.1,2010.75
Dallas,2010,11,2795,608685059,154900,24254,6.8,2010.83333333333
Dallas,2010,12,3215,743761990,161900,22557,6.4,2010.91666666667
Dallas,2011,1,2194,440255555,149900,22432,6.4,2011
Dallas,2011,2,2494,536086749,156700,22868,6.5,2011.08333333333
Dallas,2011,3,3603,765050217,152400,23641,6.8,2011.16666666667
Dallas,2011,4,3804,834184034,158200,24218,7.2,2011.25
Dallas,2011,5,4099,912861330,163600,24258,7.3,2011.33333333333
Dallas,2011,6,4541,1009183879,165700,23968,7.2,2011.41666666667
Dallas,2011,7,4063,879245704,164000,23300,6.9,2011.5
Dallas,2011,8,4467,972011821,162600,21860,6.3,2011.58333333333
Dallas,2011,9,3564,710642787,157200,20823,6,2011.66666666667
Dallas,2011,10,3263,669233033,153100,19959,5.7,2011.75
Dallas,2011,11,3183,615547826,149400,18690,5.3,2011.83333333333
Dallas,2011,12,3381,726947587,160300,16676,4.7,2011.91666666667
Dallas,2012,1,2555,509458081,150800,16721,4.7,2012
Dallas,2012,2,3085,634067291,157100,17173,4.7,2012.08333333333
Dallas,2012,3,4068,898320563,167300,17433,4.7,2012.16666666667
Dallas,2012,4,4291,983333297,168700,17632,4.7,2012.25
Dallas,2012,5,5004,1175419749,175100,17726,4.7,2012.33333333333
Dallas,2012,6,5196,1209024869,177900,17587,4.6,2012.41666666667
Dallas,2012,7,4859,1117428758,176000,17314,4.4,2012.5
Dallas,2012,8,5264,1168296112,174200,16611,4.2,2012.58333333333
Dallas,2012,9,4151,921678400,173500,15994,4,2012.66666666667
Dallas,2012,10,4214,885330428,166700,15008,3.7,2012.75
Dallas,2012,11,3875,851505972,168300,13908,3.3,2012.83333333333
Dallas,2012,12,3849,886692144,177800,12436,3,2012.91666666667
Dallas,2013,1,3190,655201227,163100,12360,2.9,2013
Dallas,2013,2,3557,759739139,168100,12273,2.9,2013.08333333333
Dallas,2013,3,5041,1203754457,180800,12249,2.8,2013.16666666667
Dallas,2013,4,5545,1431377905,193300,12432,2.8,2013.25
Dallas,2013,5,6159,1584160079,198000,12785,2.8,2013.33333333333
Dallas,2013,6,5981,1593190134,202800,13339,2.9,2013.41666666667
Dallas,2013,7,6322,1598961793,199200,13685,2.9,2013.5
Dallas,2013,8,6209,1570480866,198000,13694,2.8,2013.58333333333
Dallas,2013,9,4941,1181585876,188800,13145,2.7,2013.66666666667
Dallas,2013,10,4593,1105924279,189200,12728,2.6,2013.75
Dallas,2013,11,3964,968261356,186600,11895,2.4,2013.83333333333
Dallas,2013,12,4212,1071755610,194900,10531,2.1,2013.91666666667
Dallas,2014,1,3152,720647942,180300,10603,2.1,2014
Dallas,2014,2,3769,963263681,194600,10697,2.1,2014.08333333333
Dallas,2014,3,4730,1229703296,199300,10796,2.2,2014.16666666667
Dallas,2014,4,5165,1381342187,202300,11416,2.3,2014.25
Dallas,2014,5,5924,1618432082,209700,12208,2.5,2014.33333333333
Dallas,2014,6,6309,1703805588,217100,12432,2.5,2014.41666666667
Dallas,2014,7,6256,1695109572,215800,12869,2.6,2014.5
Dallas,2014,8,5924,1547392167,211400,12600,2.6,2014.58333333333
Dallas,2014,9,5137,1338038367,205800,11903,2.4,2014.66666666667
Dallas,2014,10,5096,1330991006,200400,11329,2.3,2014.75
Dallas,2014,11,3958,1034129843,205200,10441,2.1,2014.83333333333
Dallas,2014,12,4734,1311403538,217400,9146,1.8,2014.91666666667
Dallas,2015,1,3066,773952769,203300,9063,1.8,2015
Dallas,2015,2,3772,1030862233,213700,8850,1.8,2015.08333333333
Dallas,2015,3,5010,1408782357,224800,8932,1.8,2015.16666666667
Dallas,2015,4,5359,1557683074,232500,9616,1.9,2015.25
Dallas,2015,5,5958,1779708059,241300,10355,2.1,2015.33333333333
Dallas,2015,6,6532,1960556658,242300,11014,2.2,2015.41666666667
Dallas,2015,7,7038,2021907410,233000,12292,2.4,2015.5
Denton County,2000,1,313,50391510,138700,2023,4.4,2000
Denton County,2000,2,423,60625344,130600,2085,4.5,2000.08333333333
Denton County,2000,3,570,95662001,142100,2168,4.6,2000.16666666667
Denton County,2000,4,529,86276146,140100,2192,4.6,2000.25
Denton County,2000,5,639,103684441,143500,2221,4.6,2000.33333333333
Denton County,2000,6,677,119130134,152700,2209,4.5,2000.41666666667
Denton County,2000,7,638,113432631,156200,2160,4.4,2000.5
Denton County,2000,8,618,106079394,143500,2135,4.2,2000.58333333333
Denton County,2000,9,488,84282473,145000,2270,4.4,2000.66666666667
Denton County,2000,10,460,78878528,146300,2238,4.3,2000.75
Denton County,2000,11,422,68324540,138800,2165,4.2,2000.83333333333
Denton County,2000,12,372,64140494,150000,2058,4,2000.91666666667
Denton County,2001,1,331,54142802,140800,2239,4.4,2001
Denton County,2001,2,433,71832456,145600,2379,4.6,2001.08333333333
Denton County,2001,3,554,96747650,152200,2597,5.1,2001.16666666667
Denton County,2001,4,534,90681200,150200,2657,5.2,2001.25
Denton County,2001,5,648,113528240,148100,2666,5.2,2001.33333333333
Denton County,2001,6,691,122951808,152400,2785,5.4,2001.41666666667
Denton County,2001,7,680,122823514,154900,2783,5.4,2001.5
Denton County,2001,8,658,120734992,157000,2716,5.2,2001.58333333333
Denton County,2001,9,515,93856208,153600,2749,5.2,2001.66666666667
Denton County,2001,10,470,77959276,144400,2745,5.2,2001.75
Denton County,2001,11,450,78596722,154900,2597,4.9,2001.83333333333
Denton County,2001,12,496,84726584,150000,2497,4.6,2001.91666666667
Denton County,2002,1,399,65183143,148200,2676,4.9,2002
Denton County,2002,2,491,87047727,151700,2753,5,2002.08333333333
Denton County,2002,3,545,98736736,154500,2869,5.2,2002.16666666667
Denton County,2002,4,550,96489237,155400,3038,5.5,2002.25
Denton County,2002,5,654,115667091,151900,3088,5.6,2002.33333333333
Denton County,2002,6,647,117355796,155200,3168,5.8,2002.41666666667
Denton County,2002,7,662,119208136,151500,3234,5.9,2002.5
Denton County,2002,8,603,107530108,153100,3259,6,2002.58333333333
Denton County,2002,9,497,87066019,149900,3288,6.1,2002.66666666667
Denton County,2002,10,465,81183797,152800,3183,5.9,2002.75
Denton County,2002,11,497,83935582,146800,3037,5.6,2002.83333333333
Denton County,2002,12,523,97401578,153800,2906,5.3,2002.91666666667
Denton County,2003,1,340,56612032,144900,3196,5.9,2003
Denton County,2003,2,420,74574074,149700,3349,6.3,2003.08333333333
Denton County,2003,3,601,102793457,149500,3544,6.6,2003.16666666667
Denton County,2003,4,569,98938037,152200,3619,6.7,2003.25
Denton County,2003,5,659,120244730,155500,3659,6.8,2003.33333333333
Denton County,2003,6,646,121352070,161900,3808,7,2003.41666666667
Denton County,2003,7,729,132981252,156600,3762,6.9,2003.5
Denton County,2003,8,701,129890513,158900,3694,6.7,2003.58333333333
Denton County,2003,9,587,110592351,158000,3660,6.5,2003.66666666667
Denton County,2003,10,550,94577712,149600,3611,6.4,2003.75
Denton County,2003,11,428,77065886,152800,3532,6.3,2003.83333333333
Denton County,2003,12,513,93367052,148700,3415,6.1,2003.91666666667
Denton County,2004,1,387,66859505,147600,3685,6.5,2004
Denton County,2004,2,471,81441406,152900,3763,6.6,2004.08333333333
Denton County,2004,3,620,118766270,155800,3963,6.9,2004.16666666667
Denton County,2004,4,704,128630194,155000,4113,7.1,2004.25
Denton County,2004,5,732,136568573,152000,4161,7.1,2004.33333333333
Denton County,2004,6,818,160205268,166100,4121,6.8,2004.41666666667
Denton County,2004,7,795,140352988,153300,4052,6.7,2004.5
Denton County,2004,8,798,157614455,158200,3982,6.5,2004.58333333333
Denton County,2004,9,618,115141629,155100,3937,6.4,2004.66666666667
Denton County,2004,10,578,104818126,156100,3818,6.1,2004.75
Denton County,2004,11,592,107275006,157500,3594,5.7,2004.83333333333
Denton County,2004,12,637,117360736,152900,3364,5.2,2004.91666666667
Denton County,2005,1,384,67517007,149700,3720,5.8,2005
Denton County,2005,2,542,97414771,153900,3805,5.8,2005.08333333333
Denton County,2005,3,787,142892852,154500,3893,5.9,2005.16666666667
Denton County,2005,4,745,135005525,152100,3986,6,2005.25
Denton County,2005,5,851,158839011,154900,3817,5.6,2005.33333333333
Denton County,2005,6,922,180214907,164000,3813,5.5,2005.41666666667
Denton County,2005,7,827,158358437,161000,3919,5.7,2005.5
